Tsi,Tbox,X,Y
3058.49,7266.34,-36.86540625,98.308125
3056.08,7266.86,-24.5769375,98.308125
3055.63,7267.46,-12.28846875,98.308125
3055.52,7264.78,0,98.308125
3055.5,7268.29,12.28846875,98.308125
3055.23,7273.21,24.5769375,98.308125
3054.04,7267.71,36.86540625,98.308125
3055.39,7264.38,49.153875,98.308125
3051.71,7272.66,61.4424375,98.308125
3054.51,7268.46,73.73090625,98.308125
3055.3,7267.07,86.019375,98.308125
3055.84,7261.74,98.308125,98.308125
3053.02,7278.34,110.5959375,98.308125
3055.58,7270.45,98.308125,110.5959375
3056.02,7267.05,86.019375,110.5959375
3055.25,7264.66,73.73090625,110.5959375
3054.56,7266.34,61.4424375,110.5959375
3056.72,7263.91,49.153875,110.5959375
3055.71,7269.44,36.86540625,110.5959375
3056.89,7270.19,24.5769375,110.5959375
3055.91,7270.52,12.28846875,110.5959375
3052.88,7270.46,0,110.5959375
3055.4,7267.22,-12.28846875,110.5959375
3052.92,7267.8,-24.5769375,110.5959375
3056.24,7266.07,-36.86540625,110.5959375
3056.04,7269.17,-49.153875,110.5959375
3052.64,7273.61,-61.4424375,110.5959375
3057.06,7268.87,-73.73090625,110.5959375
3055.23,7271.52,-86.019375,110.5959375
3053.04,7272.03,-98.308125,110.5959375
3055.63,7274.83,-86.019375,122.8846875
3056.45,7270.55,-73.73090625,122.8846875
3055.17,7268.83,-61.4424375,122.8846875
3056.74,7267.97,-49.153875,122.8846875
3057.97,7261.35,-36.86540625,122.8846875
3056.14,7261.52,-24.5769375,122.8846875
3056.05,7264.03,-12.28846875,122.8846875
3055,7269.6,0,122.8846875
3055.44,7270.99,12.28846875,122.8846875
3054.45,7273.59,24.5769375,122.8846875
3055.4,7270.35,36.86540625,122.8846875
3053.89,7271.84,49.153875,122.8846875
3056.79,7263.6,61.4424375,122.8846875
3055.22,7266.76,73.73090625,122.8846875
3055.44,7263.42,86.019375,122.8846875
3053.88,7266.72,61.4424375,135.1734375
3055.73,7270.62,49.153875,135.1734375
3054.09,7274.71,36.86540625,135.1734375
3055.49,7269.5,24.5769375,135.1734375
3054.38,7273.52,12.28846875,135.1734375
3054.16,7265.21,0,135.1734375
3054.61,7264.11,-12.28846875,135.1734375
3057.53,7266.21,-24.5769375,135.1734375
3056.01,7269.37,-36.86540625,135.1734375
3055.98,7270.26,-49.153875,135.1734375
3056.66,7267.02,-61.4424375,135.1734375
3056.88,7271.49,-24.5769375,147.4621875
3056.08,7268.46,-12.28846875,147.4621875
3056.49,7264.82,0,147.4621875
3053.43,7276.96,12.28846875,147.4621875
3057.12,7266.34,24.5769375,147.4621875
