thickness,x,y
2854.9724,0,0
2870.8303,73.9995,-14.8005
2873.0476,29.5995,-73.9995
2871.0476,-44.4,-59.2005
2870.792,-73.9995,14.8005
2870.5566,-29.5995,73.9995
2869.7024,44.4,59.2005
2877.1982,118.3995,0
2878.3669,103.6005,-73.9995
2879.1589,44.4,-118.3995
2878.6895,-44.4,-118.3995
2878.377,-103.6005,-73.9995
2877.1523,-118.3995,0
2876.3037,-103.6005,73.9995
2876.3694,-44.4,118.3995
2877.0356,44.4,118.3995
2877.0356,103.6005,73.9995
