Cassette: ,C028Z/BTH_LDDSE_PRESPACZ2B_Z
COLLECTION DATE/TIME: ,7/24/2015  20:1:50
PROCESS DATE/TIME: ,7/24/2015  20:1:50
EQUIPMENT: ,
OPERATOR: ,
SHIFT: ,
MACHINE TYPE: ,F5x with DF Thin Film Measurement System



WAFER ID,"HF02078001",
LOT ID,"Q515100",
Cassette,Left,
SLOT,1,
STATUS,"",
DATA TYPE,SE,
RECIPE,"C028Z/BTH_LDDSE_PRESPACZ2B_Z",
RCP CNT,1,
MEAS SET,SOI: C028Z-STI-OXIPAD,
MATERIAL,"Thermal SiO2 {W}",
SITE,1,
RESULT TYPE,3rd Thickness,2nd Thickness,1st Thickness,GOF ,
MEAN,   23.7872,   92.4243,  257.5079,0.8867,
MIN,   22.6735,   89.2108,  256.0739,0.8797,
MAX,   24.6111,   94.5101,  259.1898,0.8915,
% STDDEV,  2.5168,  1.6912,  0.4056,  0.3878,
STDDEV,    0.5987,    1.5631,    1.0444,0.0034,
3 % STDDEV,  7.5505,  5.0737,  1.2167,  1.1634,
3 STDDEV,    1.7960,    4.6893,    3.1332,0.0103,
RANGE,    1.9376,    5.2992,    3.1158,0.0118,
Site #,Value,Value,Value,Value, X , Y ,
1,   24.4780,   92.9510,  257.5854,0.8882, -7.2360,-19.9920,
2,   24.4261,   89.9533,  257.1977,0.8797, 70.4520,-19.9920,
3,   24.0021,   93.4461,  257.3770,0.8865, 18.6600,-80.5680,
4,   23.8528,   91.4099,  256.3653,0.8823,-59.0280,-80.5680,
5,   23.7899,   92.6444,  257.8156,0.8884,-84.9240, 10.2960,
6,   24.2260,   94.1834,  258.7910,0.8909,-33.1320, 70.8720,
7,   24.6111,   91.8879,  258.3789,0.8876, 44.5560, 40.5840,
8,   23.2911,   90.8663,  256.9829,0.8834,122.2440,-19.9920,
9,   23.1278,   89.2108,  256.0739,0.8809, 96.3480,-80.5680,
10,   23.3956,   91.5904,  256.8802,0.8850, 44.5560,-110.8560,
11,   23.4023,   92.2970,  256.3020,0.8864,-59.0280,-110.8560,
12,   22.9180,   94.5101,  256.1568,0.8890,-110.8200,-80.5680,
13,   22.6735,   94.4820,  256.6273,0.8893,-136.7160,-19.9920,
14,   23.3412,   92.5912,  258.5317,0.8891,-110.8200, 40.5840,
15,   24.1856,   93.4916,  258.8853,0.8897,-33.1320,101.1600,
16,   24.3510,   94.1960,  259.1898,0.8915, 18.6600,101.1600,
17,   24.3102,   91.5027,  258.4940,0.8861, 96.3480, 40.5840,

WAFER ID,"HF02078001",
LOT ID,"Q515100",
Cassette,Left,
SLOT,1,
STATUS,"",
DATA TYPE,SE,
RECIPE,"C028Z/BTH_LDDSE_PRESPACZ2B_Z",
RCP CNT,1,
MEAS SET,C028-GATE-DEPPOLY,
MATERIAL,"Thermal SiO2",
SITE,1,
RESULT TYPE,3rd Thickness,2nd Thickness,1st Thickness,2nd RI @ 633.0nm,GOF ,
MEAN,  163.1568,  414.3170, 2525.9895,3.8753,0.6319,
MIN,  152.1295,  412.1487, 2287.3984,3.8749,0.6249,
MAX,  170.7051,  415.9904, 2626.8772,3.8759,0.6579,
% STDDEV,  3.3735,  0.2465,  3.5720,  0.0070,  1.4455,
STDDEV,    5.5040,    1.0215,   90.2274,0.0003,0.0091,
3 % STDDEV, 10.1204,  0.7396, 10.7159,  0.0210,  4.3366,
3 STDDEV,   16.5121,    3.0645,  270.6823,0.0008,0.0274,
RANGE,   18.5756,    3.8417,  339.4788,0.0010,0.0330,
Site #,Value,Value,Value,Value,Value, X , Y ,
1,  152.1295,  415.9904, 2552.8948,3.8753,0.6296, -7.5960,-19.9920,
2,  161.2271,  413.9724, 2608.4763,3.8749,0.6315, 70.0920,-19.9920,
3,  160.4413,  414.2336, 2558.6782,3.8751,0.6323, 18.3000,-80.5680,
4,  164.0362,  415.8110, 2575.0095,3.8750,0.6316,-59.3880,-80.5680,
5,  167.5137,  414.8265, 2548.5129,3.8752,0.6283,-85.2840, 10.2960,
6,  170.7051,  415.4949, 2542.7410,3.8752,0.6277,-33.4920, 70.8720,
7,  161.3168,  414.0491, 2626.8772,3.8749,0.6308, 44.1960, 40.5840,
8,  157.4781,  413.6599, 2585.1960,3.8751,0.6256,121.8840,-19.9920,
9,  157.1274,  413.7935, 2556.8203,3.8752,0.6249, 95.9880,-80.5680,
10,  158.1754,  413.8082, 2554.9990,3.8752,0.6286, 44.1960,-110.8560,
11,  158.3273,  415.9119, 2534.5139,3.8751,0.6288,-59.3880,-110.8560,
12,  162.4437,  413.2388, 2321.8992,3.8758,0.6530,-111.1800,-80.5680,
13,  168.8981,  412.1487, 2287.3984,3.8759,0.6579,-137.0760,-19.9920,
14,  168.6303,  413.7147, 2499.0159,3.8756,0.6272,-111.1800, 40.5840,
15,  169.5876,  414.0783, 2507.7874,3.8754,0.6272,-33.4920,101.1600,
16,  169.6830,  414.2148, 2502.6777,3.8754,0.6310, 18.3000,101.1600,
17,  165.9450,  414.4419, 2578.3254,3.8751,0.6271, 95.9880, 40.5840,

WAFER ID,"HF02078002",
LOT ID,"Q515100",
Cassette,Left,
SLOT,2,
STATUS,"",
DATA TYPE,SE,
RECIPE,"C028Z/BTH_LDDSE_PRESPACZ2B_Z",
RCP CNT,1,
MEAS SET,SOI: C028Z-STI-OXIPAD,
MATERIAL,"Thermal SiO2 {W}",
SITE,1,
RESULT TYPE,3rd Thickness,2nd Thickness,1st Thickness,GOF ,
MEAN,   23.8692,   91.3583,  259.0007,0.8851,
MIN,   22.6188,   88.5816,  256.8531,0.8791,
MAX,   24.7835,   94.8447,  260.7445,0.8936,
% STDDEV,  2.7210,  1.8799,  0.5124,  0.4883,
STDDEV,    0.6495,    1.7174,    1.3272,0.0043,
3 % STDDEV,  8.1630,  5.6396,  1.5373,  1.4648,
3 STDDEV,    1.9484,    5.1523,    3.9817,0.0130,
RANGE,    2.1647,    6.2631,    3.8914,0.0144,
Site #,Value,Value,Value,Value, X , Y ,
1,   24.5531,   91.2467,  259.9624,0.8843, -7.2360,-19.9920,
2,   24.5220,   89.0694,  259.4082,0.8808, 70.4520,-19.9920,
3,   24.1501,   92.9659,  258.9802,0.8919, 18.6600,-80.5680,
4,   23.8702,   90.5976,  258.1207,0.8791,-59.0280,-80.5680,
5,   23.7476,   92.0282,  259.7020,0.8880,-84.9240, 10.2960,
6,   24.3956,   91.6637,  260.6578,0.8868,-33.1320, 70.8720,
7,   24.7835,   90.3470,  260.6582,0.8848, 44.5560, 40.5840,
8,   23.3800,   90.4572,  258.3934,0.8820,122.2440,-19.9920,
9,   23.1468,   88.5816,  257.3208,0.8804, 96.3480,-80.5680,
10,   23.4844,   90.8283,  257.7874,0.8819, 44.5560,-110.8560,
11,   23.5229,   91.9371,  257.1387,0.8855,-59.0280,-110.8560,
12,   22.9083,   94.8447,  256.8531,0.8914,-110.8200,-80.5680,
13,   22.6188,   94.8388,  257.5998,0.8936,-136.7160,-19.9920,
14,   23.4232,   90.6659,  259.6463,0.8815,-110.8200, 40.5840,
15,   24.3316,   91.6498,  260.2389,0.8877,-33.1320,101.1600,
16,   24.4835,   91.7645,  260.7445,0.8860, 18.6600,101.1600,
17,   24.4545,   89.6041,  259.7997,0.8819, 96.3480, 40.5840,

WAFER ID,"HF02078002",
LOT ID,"Q515100",
Cassette,Left,
SLOT,2,
STATUS,"",
DATA TYPE,SE,
RECIPE,"C028Z/BTH_LDDSE_PRESPACZ2B_Z",
RCP CNT,1,
MEAS SET,C028-GATE-DEPPOLY,
MATERIAL,"Thermal SiO2",
SITE,1,
RESULT TYPE,3rd Thickness,2nd Thickness,1st Thickness,2nd RI @ 633.0nm,GOF ,
MEAN,  168.9285,  415.3743, 2512.7249,3.8753,0.6329,
MIN,  157.7295,  413.9264, 2278.3997,3.8750,0.6263,
MAX,  178.0549,  416.8420, 2595.7764,3.8760,0.6540,
% STDDEV,  3.5320,  0.2250,  3.7013,  0.0069,  1.3165,
STDDEV,    5.9666,    0.9346,   93.0046,0.0003,0.0083,
3 % STDDEV, 10.5960,  0.6750, 11.1040,  0.0208,  3.9494,
3 STDDEV,   17.8997,    2.8039,  279.0137,0.0008,0.0250,
RANGE,   20.3253,    2.9156,  317.3767,0.0010,0.0277,
Site #,Value,Value,Value,Value,Value, X , Y ,
1,  157.7295,  416.4139, 2571.3611,3.8752,0.6315, -7.5960,-19.9920,
2,  165.2131,  415.9100, 2595.7764,3.8750,0.6304, 70.0920,-19.9920,
3,  165.6924,  415.9594, 2559.8550,3.8752,0.6326, 18.3000,-80.5680,
4,  168.2125,  415.7673, 2509.0735,3.8754,0.6334,-59.3880,-80.5680,
5,  174.8515,  415.9520, 2550.9597,3.8751,0.6287,-85.2840, 10.2960,
